season,week,celebrity_name,pro_name,results,placement,judge_score_total,last_active_week,active_flag,exit_type,elimination_week,exit_week_inferred,eliminated_this_week,withdrew_this_week,season_week_judge_total,judge_score_pct,judge_rank,n_active
2,3,Giselle Fernandez,Jonathan Roberts,Eliminated Week 3,8,22.0,3,True,eliminated,3,3,True,False,182.0,0.12087912087912088,5.5,8
2,3,Jerry Rice,Anna Trebunskaya,2nd Place,2,19.0,8,True,unknown,,,False,False,182.0,0.1043956043956044,7.0,8
2,3,Lisa Rinna,Louis van Amstel,Eliminated Week 7,4,25.0,7,True,eliminated,7,7,False,False,182.0,0.13736263736263737,4.0,8
2,3,Master P,Ashly DelGrosso,Eliminated Week 4,7,14.0,4,True,eliminated,4,4,False,False,182.0,0.07692307692307693,8.0,8
2,3,Stacy Keibler,Tony Dovolani,3rd Place,3,27.0,8,True,unknown,,,False,False,182.0,0.14835164835164835,1.5,8
2,3,Tia Carrere,Maksim Chmerkoskiy,Eliminated Week 5,6,26.0,5,True,eliminated,5,5,False,False,182.0,0.14285714285714285,3.0,8
2,4,Drew Lachey,Cheryl Burke,1st Place,1,28.0,8,True,unknown,,,False,False,158.0,0.17721518987341772,1.0,7
2,4,George Hamilton,Edyta Sliwinska,Eliminated Week 6,5,21.0,6,True,eliminated,6,6,False,False,158.0,0.13291139240506328,6.0,7
2,4,Jerry Rice,Anna Trebunskaya,2nd Place,2,24.0,8,True,unknown,,,False,False,158.0,0.1518987341772152,5.0,7
2,4,Lisa Rinna,Louis van Amstel,Eliminated Week 7,4,26.0,7,True,eliminated,7,7,False,False,158.0,0.16455696202531644,2.5,7
2,4,Master P,Ashly DelGrosso,Eliminated Week 4,7,8.0,4,True,eliminated,4,4,True,False,158.0,0.05063291139240506,7.0,7
2,4,Stacy Keibler,Tony Dovolani,3rd Place,3,26.0,8,True,unknown,,,False,False,158.0,0.16455696202531644,2.5,7
2,4,Tia Carrere,Maksim Chmerkoskiy,Eliminated Week 5,6,25.0,5,True,eliminated,5,5,False,False,158.0,0.15822784810126583,4.0,7
2,5,Drew Lachey,Cheryl Burke,1st Place,1,27.0,8,True,unknown,,,False,False,151.0,0.17880794701986755,2.0,6
2,5,George Hamilton,Edyta Sliwinska,Eliminated Week 6,5,24.0,6,True,eliminated,6,6,False,False,151.0,0.15894039735099338,4.0,6
2,5,Jerry Rice,Anna Trebunskaya,2nd Place,2,23.0,8,True,unknown,,,False,False,151.0,0.152317880794702,5.0,6
2,5,Lisa Rinna,Louis van Amstel,Eliminated Week 7,4,25.0,7,True,eliminated,7,7,False,False,151.0,0.16556291390728478,3.0,6
2,5,Stacy Keibler,Tony Dovolani,3rd Place,3,30.0,8,True,unknown,,,False,False,151.0,0.1986754966887417,1.0,6
2,5,Tia Carrere,Maksim Chmerkoskiy,Eliminated Week 5,6,22.0,5,True,eliminated,5,5,True,False,151.0,0.1456953642384106,6.0,6
2,6,Drew Lachey,Cheryl Burke,1st Place,1,30.0,8,True,unknown,,,False,False,133.0,0.22556390977443608,1.5,5
2,6,George Hamilton,Edyta Sliwinska,Eliminated Week 6,5,23.0,6,True,eliminated,6,6,True,False,133.0,0.17293233082706766,4.5,5
2,6,Jerry Rice,Anna Trebunskaya,2nd Place,2,23.0,8,True,unknown,,,False,False,133.0,0.17293233082706766,4.5,5
2,6,Lisa Rinna,Louis van Amstel,Eliminated Week 7,4,27.0,7,True,eliminated,7,7,False,False,133.0,0.20300751879699247,3.0,5
2,6,Stacy Keibler,Tony Dovolani,3rd Place,3,30.0,8,True,unknown,,,False,False,133.0,0.22556390977443608,1.5,5
2,7,Drew Lachey,Cheryl Burke,1st Place,1,27.5,8,True,unknown,,,False,False,102.0,0.2696078431372549,1.5,4
2,7,Jerry Rice,Anna Trebunskaya,2nd Place,2,20.5,8,True,unknown,,,False,False,102.0,0.20098039215686275,4.0,4
2,7,Lisa Rinna,Louis van Amstel,Eliminated Week 7,4,26.5,7,True,eliminated,7,7,True,False,102.0,0.25980392156862747,3.0,4
2,7,Stacy Keibler,Tony Dovolani,3rd Place,3,27.5,8,True,unknown,,,False,False,102.0,0.2696078431372549,1.5,4
2,8,Drew Lachey,Cheryl Burke,1st Place,1,28.9998,8,True,unknown,,,False,False,84.3329,0.34387291318097685,1.0,3
2,8,Jerry Rice,Anna Trebunskaya,2nd Place,2,26.666600000000003,8,True,unknown,,,False,False,84.3329,0.31620636785880724,3.0,3
2,8,Stacy Keibler,Tony Dovolani,3rd Place,3,28.6665,8,True,unknown,,,False,False,84.3329,0.33992071896021603,2.0,3
3,1,Emmitt Smith,Cheryl Burke,1st Place,1,24.0,10,True,unknown,,,False,False,212.0,0.11320754716981132,2.0,11
3,1,Harry Hamlin,Ashly DelGrosso,Eliminated Week 3,9,17.0,3,True,eliminated,3,3,False,False,212.0,0.08018867924528301,8.0,11
3,1,Jerry Springer,Kym Johnson,Eliminated Week 7,5,16.0,7,True,eliminated,7,7,False,False,212.0,0.07547169811320754,9.0,11
3,1,Joey Lawrence,Edyta Sliwinska,3rd Place,3,21.0,9,True,unknown,,,False,False,212.0,0.09905660377358491,5.0,11
3,1,Mario Lopez,Karina Smirnoff,2nd Place,2,26.0,10,True,unknown,,,False,False,212.0,0.12264150943396226,1.0,11
3,1,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,19.0,8,True,eliminated,8,8,False,False,212.0,0.08962264150943396,6.0,11
3,1,Sara Evans,Tony Dovolani,Withdrew,6,15.0,5,True,withdrew,,5,False,False,212.0,0.07075471698113207,10.0,11
3,1,Shanna Moakler,Jesse DeSoto,Eliminated Week 2,10,18.0,2,True,eliminated,2,2,False,False,212.0,0.08490566037735849,7.0,11
3,1,Tucker Carlson,Elena Grinenko,Eliminated Week 1,11,12.0,1,True,eliminated,1,1,True,False,212.0,0.05660377358490566,11.0,11
3,1,Vivica A. Fox,Nick Kosovich,Eliminated Week 4,8,22.0,4,True,eliminated,4,4,False,False,212.0,0.10377358490566038,3.5,11
3,1,Willa Ford,Maksim Chmerkoskiy,Eliminated Week 5,7,22.0,5,True,eliminated,5,5,False,False,212.0,0.10377358490566038,3.5,11
3,2,Emmitt Smith,Cheryl Burke,1st Place,1,24.0,10,True,unknown,,,False,False,230.0,0.10434782608695652,3.5,10
3,2,Harry Hamlin,Ashly DelGrosso,Eliminated Week 3,9,21.0,3,True,eliminated,3,3,False,False,230.0,0.09130434782608696,8.0,10
3,2,Jerry Springer,Kym Johnson,Eliminated Week 7,5,19.0,7,True,eliminated,7,7,False,False,230.0,0.08260869565217391,10.0,10
3,2,Joey Lawrence,Edyta Sliwinska,3rd Place,3,29.0,9,True,unknown,,,False,False,230.0,0.12608695652173912,1.0,10
3,2,Mario Lopez,Karina Smirnoff,2nd Place,2,21.0,10,True,unknown,,,False,False,230.0,0.09130434782608696,8.0,10
3,2,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,26.0,8,True,eliminated,8,8,False,False,230.0,0.11304347826086956,2.0,10
3,2,Sara Evans,Tony Dovolani,Withdrew,6,21.0,5,True,withdrew,,5,False,False,230.0,0.09130434782608696,8.0,10
3,2,Shanna Moakler,Jesse DeSoto,Eliminated Week 2,10,22.0,2,True,eliminated,2,2,True,False,230.0,0.09565217391304348,6.0,10
3,2,Vivica A. Fox,Nick Kosovich,Eliminated Week 4,8,24.0,4,True,eliminated,4,4,False,False,230.0,0.10434782608695652,3.5,10
3,2,Willa Ford,Maksim Chmerkoskiy,Eliminated Week 5,7,23.0,5,True,eliminated,5,5,False,False,230.0,0.1,5.0,10
3,3,Emmitt Smith,Cheryl Burke,1st Place,1,19.0,10,True,unknown,,,False,False,207.0,0.09178743961352658,9.0,9
3,3,Harry Hamlin,Ashly DelGrosso,Eliminated Week 3,9,22.0,3,True,eliminated,3,3,True,False,207.0,0.10628019323671498,5.5,9
3,3,Jerry Springer,Kym Johnson,Eliminated Week 7,5,21.0,7,True,eliminated,7,7,False,False,207.0,0.10144927536231885,8.0,9
3,3,Joey Lawrence,Edyta Sliwinska,3rd Place,3,22.0,9,True,unknown,,,False,False,207.0,0.10628019323671498,5.5,9
3,3,Mario Lopez,Karina Smirnoff,2nd Place,2,22.0,10,True,unknown,,,False,False,207.0,0.10628019323671498,5.5,9
3,3,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,27.0,8,True,eliminated,8,8,False,False,207.0,0.13043478260869565,1.5,9
3,3,Sara Evans,Tony Dovolani,Withdrew,6,25.0,5,True,withdrew,,5,False,False,207.0,0.12077294685990338,3.0,9
3,3,Vivica A. Fox,Nick Kosovich,Eliminated Week 4,8,27.0,4,True,eliminated,4,4,False,False,207.0,0.13043478260869565,1.5,9
3,3,Willa Ford,Maksim Chmerkoskiy,Eliminated Week 5,7,22.0,5,True,eliminated,5,5,False,False,207.0,0.10628019323671498,5.5,9
3,4,Emmitt Smith,Cheryl Burke,1st Place,1,24.0,10,True,unknown,,,False,False,198.0,0.12121212121212122,5.0,8
3,4,Jerry Springer,Kym Johnson,Eliminated Week 7,5,22.0,7,True,eliminated,7,7,False,False,198.0,0.1111111111111111,7.0,8
3,4,Joey Lawrence,Edyta Sliwinska,3rd Place,3,27.0,9,True,unknown,,,False,False,198.0,0.13636363636363635,3.0,8
3,4,Mario Lopez,Karina Smirnoff,2nd Place,2,29.0,10,True,unknown,,,False,False,198.0,0.14646464646464646,1.0,8
3,4,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,24.0,8,True,eliminated,8,8,False,False,198.0,0.12121212121212122,5.0,8
3,4,Sara Evans,Tony Dovolani,Withdrew,6,20.0,5,True,withdrew,,5,False,False,198.0,0.10101010101010101,8.0,8
3,4,Vivica A. Fox,Nick Kosovich,Eliminated Week 4,8,24.0,4,True,eliminated,4,4,True,False,198.0,0.12121212121212122,5.0,8
3,4,Willa Ford,Maksim Chmerkoskiy,Eliminated Week 5,7,28.0,5,True,eliminated,5,5,False,False,198.0,0.1414141414141414,2.0,8
3,5,Emmitt Smith,Cheryl Burke,1st Place,1,27.0,10,True,unknown,,,False,False,181.0,0.14917127071823205,2.5,7
3,5,Jerry Springer,Kym Johnson,Eliminated Week 7,5,24.0,7,True,eliminated,7,7,False,False,181.0,0.13259668508287292,6.5,7
3,5,Joey Lawrence,Edyta Sliwinska,3rd Place,3,25.0,9,True,unknown,,,False,False,181.0,0.13812154696132597,5.0,7
3,5,Mario Lopez,Karina Smirnoff,2nd Place,2,27.0,10,True,unknown,,,False,False,181.0,0.14917127071823205,2.5,7
3,5,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,27.0,8,True,eliminated,8,8,False,False,181.0,0.14917127071823205,2.5,7
3,5,Sara Evans,Tony Dovolani,Withdrew,6,24.0,5,True,withdrew,,5,False,True,181.0,0.13259668508287292,6.5,7
3,5,Willa Ford,Maksim Chmerkoskiy,Eliminated Week 5,7,27.0,5,True,eliminated,5,5,True,False,181.0,0.14917127071823205,2.5,7
3,6,Emmitt Smith,Cheryl Burke,1st Place,1,25.0,10,True,unknown,,,False,False,118.0,0.211864406779661,2.0,5
3,6,Jerry Springer,Kym Johnson,Eliminated Week 7,5,18.0,7,True,eliminated,7,7,False,False,118.0,0.15254237288135594,5.0,5
3,6,Joey Lawrence,Edyta Sliwinska,3rd Place,3,24.0,9,True,unknown,,,False,False,118.0,0.2033898305084746,3.0,5
3,6,Mario Lopez,Karina Smirnoff,2nd Place,2,28.0,10,True,unknown,,,False,False,118.0,0.23728813559322035,1.0,5
3,6,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,23.0,8,True,eliminated,8,8,False,False,118.0,0.19491525423728814,4.0,5
3,7,Emmitt Smith,Cheryl Burke,1st Place,1,28.5,10,True,unknown,,,False,False,135.0,0.2111111111111111,1.5,5
3,7,Jerry Springer,Kym Johnson,Eliminated Week 7,5,23.0,7,True,eliminated,7,7,True,False,135.0,0.17037037037037037,5.0,5
3,7,Joey Lawrence,Edyta Sliwinska,3rd Place,3,28.5,9,True,unknown,,,False,False,135.0,0.2111111111111111,1.5,5
3,7,Mario Lopez,Karina Smirnoff,2nd Place,2,28.0,10,True,unknown,,,False,False,135.0,0.2074074074074074,3.0,5
3,7,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,27.0,8,True,eliminated,8,8,False,False,135.0,0.2,4.0,5
3,8,Emmitt Smith,Cheryl Burke,1st Place,1,27.0,10,True,unknown,,,False,False,109.0,0.24770642201834864,2.5,4
3,8,Joey Lawrence,Edyta Sliwinska,3rd Place,3,27.0,9,True,unknown,,,False,False,109.0,0.24770642201834864,2.5,4
3,8,Mario Lopez,Karina Smirnoff,2nd Place,2,28.5,10,True,unknown,,,False,False,109.0,0.26146788990825687,1.0,4
3,8,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,26.5,8,True,eliminated,8,8,True,False,109.0,0.24311926605504589,4.0,4
3,9,Emmitt Smith,Cheryl Burke,1st Place,1,29.5,10,True,unknown,,,False,False,88.5,0.3333333333333333,2.0,3
3,9,Joey Lawrence,Edyta Sliwinska,3rd Place,3,29.5,9,True,unknown,,,False,False,88.5,0.3333333333333333,2.0,3
3,9,Mario Lopez,Karina Smirnoff,2nd Place,2,29.5,10,True,unknown,,,False,False,88.5,0.3333333333333333,2.0,3
3,10,Emmitt Smith,Cheryl Burke,1st Place,1,29.666600000000003,10,True,unknown,,,False,False,59.333200000000005,0.5,1.5,2
3,10,Mario Lopez,Karina Smirnoff,2nd Place,2,29.666600000000003,10,True,unknown,,,False,False,59.333200000000005,0.5,1.5,2
4,1,Apolo Anton Ohno,Julianne Hough,1st Place,1,21.0,10,True,unknown,,,False,False,206.0,0.10194174757281553,3.5,11
4,1,Billy Ray Cyrus,Karina Smirnoff,Eliminated Week 8,5,13.0,8,True,eliminated,8,8,False,False,206.0,0.06310679611650485,11.0,11
4,1,Clyde Drexler,Elena Grinenko,Eliminated Week 5,8,16.0,5,True,eliminated,5,5,False,False,206.0,0.07766990291262135,9.0,11
4,1,Heather Mills,Jonathan Roberts,Eliminated Week 6,7,18.0,6,True,eliminated,6,6,False,False,206.0,0.08737864077669903,7.0,11
4,1,Ian Ziering,Cheryl Burke,Eliminated Week 9,4,21.0,9,True,eliminated,9,9,False,False,206.0,0.10194174757281553,3.5,11
4,1,Joey Fatone,Kym Johnson,2nd Place,2,24.0,10,True,unknown,,,False,False,206.0,0.11650485436893204,1.0,11
4,1,John Ratzenberger,Edyta Sliwinska,Eliminated Week 7,6,17.0,7,True,eliminated,7,7,False,False,206.0,0.0825242718446602,8.0,11
4,1,Laila Ali,Maksim Chmerkoskiy,3rd Place,3,23.0,10,True,unknown,,,False,False,206.0,0.11165048543689321,2.0,11
4,1,Leeza Gibbons,Tony Dovolani,Eliminated Week 4,9,15.0,4,True,eliminated,4,4,False,False,206.0,0.07281553398058252,10.0,11
4,1,Paulina Porizkova,Alec Mazo,Eliminated Week 2,11,19.0,2,True,eliminated,2,2,False,False,206.0,0.09223300970873786,5.5,11
4,1,Shandi Finnessey,Brian Fortuna,Eliminated Week 3,10,19.0,3,True,eliminated,3,3,False,False,206.0,0.09223300970873786,5.5,11
4,2,Apolo Anton Ohno,Julianne Hough,1st Place,1,26.0,10,True,unknown,,,False,False,245.0,0.10612244897959183,2.0,11
4,2,Billy Ray Cyrus,Karina Smirnoff,Eliminated Week 8,5,21.0,8,True,eliminated,8,8,False,False,245.0,0.08571428571428572,7.5,11
4,2,Clyde Drexler,Elena Grinenko,Eliminated Week 5,8,18.0,5,True,eliminated,5,5,False,False,245.0,0.07346938775510205,11.0,11
4,2,Heather Mills,Jonathan Roberts,Eliminated Week 6,7,24.0,6,True,eliminated,6,6,False,False,245.0,0.09795918367346938,3.5,11
4,2,Ian Ziering,Cheryl Burke,Eliminated Week 9,4,22.0,9,True,eliminated,9,9,False,False,245.0,0.08979591836734693,5.0,11
4,2,Joey Fatone,Kym Johnson,2nd Place,2,24.0,10,True,unknown,,,False,False,245.0,0.09795918367346938,3.5,11
4,2,John Ratzenberger,Edyta Sliwinska,Eliminated Week 7,6,21.0,7,True,eliminated,7,7,False,False,245.0,0.08571428571428572,7.5,11
4,2,Laila Ali,Maksim Chmerkoskiy,3rd Place,3,27.0,10,True,unknown,,,False,False,245.0,0.11020408163265306,1.0,11
4,2,Leeza Gibbons,Tony Dovolani,Eliminated Week 4,9,21.0,4,True,eliminated,4,4,False,False,245.0,0.08571428571428572,7.5,11
4,2,Paulina Porizkova,Alec Mazo,Eliminated Week 2,11,21.0,2,True,eliminated,2,2,True,False,245.0,0.08571428571428572,7.5,11
4,2,Shandi Finnessey,Brian Fortuna,Eliminated Week 3,10,20.0,3,True,eliminated,3,3,False,False,245.0,0.08163265306122448,10.0,11
4,3,Apolo Anton Ohno,Julianne Hough,1st Place,1,23.0,10,True,unknown,,,False,False,218.0,0.10550458715596331,5.0,10
4,3,Billy Ray Cyrus,Karina Smirnoff,Eliminated Week 8,5,21.0,8,True,eliminated,8,8,False,False,218.0,0.0963302752293578,7.0,10
4,3,Clyde Drexler,Elena Grinenko,Eliminated Week 5,8,16.0,5,True,eliminated,5,5,False,False,218.0,0.07339449541284404,10.0,10
4,3,Heather Mills,Jonathan Roberts,Eliminated Week 6,7,24.0,6,True,eliminated,6,6,False,False,218.0,0.11009174311926606,2.5,10
4,3,Ian Ziering,Cheryl Burke,Eliminated Week 9,4,24.0,9,True,eliminated,9,9,False,False,218.0,0.11009174311926606,2.5,10
4,3,Joey Fatone,Kym Johnson,2nd Place,2,24.0,10,True,unknown,,,False,False,218.0,0.11009174311926606,2.5,10
4,3,John Ratzenberger,Edyta Sliwinska,Eliminated Week 7,6,20.0,7,True,eliminated,7,7,False,False,218.0,0.09174311926605505,9.0,10
4,3,Laila Ali,Maksim Chmerkoskiy,3rd Place,3,21.0,10,True,unknown,,,False,False,218.0,0.0963302752293578,7.0,10
4,3,Leeza Gibbons,Tony Dovolani,Eliminated Week 4,9,24.0,4,True,eliminated,4,4,False,False,218.0,0.11009174311926606,2.5,10
4,3,Shandi Finnessey,Brian Fortuna,Eliminated Week 3,10,21.0,3,True,eliminated,3,3,True,False,218.0,0.0963302752293578,7.0,10
4,4,Apolo Anton Ohno,Julianne Hough,1st Place,1,26.0,10,True,unknown,,,False,False,190.0,0.1368421052631579,2.0,9
4,4,Billy Ray Cyrus,Karina Smirnoff,Eliminated Week 8,5,21.0,8,True,eliminated,8,8,False,False,190.0,0.11052631578947368,5.5,9
4,4,Clyde Drexler,Elena Grinenko,Eliminated Week 5,8,15.0,5,True,eliminated,5,5,False,False,190.0,0.07894736842105263,9.0,9
4,4,Heather Mills,Jonathan Roberts,Eliminated Week 6,7,23.0,6,True,eliminated,6,6,False,False,190.0,0.12105263157894737,4.0,9
4,4,Ian Ziering,Cheryl Burke,Eliminated Week 9,4,24.0,9,True,eliminated,9,9,False,False,190.0,0.12631578947368421,3.0,9
4,4,Joey Fatone,Kym Johnson,2nd Place,2,28.0,10,True,unknown,,,False,False,190.0,0.14736842105263157,1.0,9
4,4,John Ratzenberger,Edyta Sliwinska,Eliminated Week 7,6,16.0,7,True,eliminated,7,7,False,False,190.0,0.08421052631578947,7.5,9
4,4,Laila Ali,Maksim Chmerkoskiy,3rd Place,3,21.0,10,True,unknown,,,False,False,190.0,0.11052631578947368,5.5,9
4,4,Leeza Gibbons,Tony Dovolani,Eliminated Week 4,9,16.0,4,True,eliminated,4,4,True,False,190.0,0.08421052631578947,7.5,9
4,5,Apolo Anton Ohno,Julianne Hough,1st Place,1,30.0,10,True,unknown,,,False,False,176.0,0.17045454545454544,1.0,8
4,5,Billy Ray Cyrus,Karina Smirnoff,Eliminated Week 8,5,17.0,8,True,eliminated,8,8,False,False,176.0,0.09659090909090909,7.0,8
4,5,Clyde Drexler,Elena Grinenko,Eliminated Week 5,8,13.0,5,True,eliminated,5,5,True,False,176.0,0.07386363636363637,8.0,8
4,5,Heather Mills,Jonathan Roberts,Eliminated Week 6,7,21.0,6,True,eliminated,6,6,False,False,176.0,0.11931818181818182,5.0,8
4,5,Ian Ziering,Cheryl Burke,Eliminated Week 9,4,24.0,9,True,eliminated,9,9,False,False,176.0,0.13636363636363635,4.0,8
4,5,Joey Fatone,Kym Johnson,2nd Place,2,25.0,10,True,unknown,,,False,False,176.0,0.14204545454545456,3.0,8
4,5,John Ratzenberger,Edyta Sliwinska,Eliminated Week 7,6,18.0,7,True,eliminated,7,7,False,False,176.0,0.10227272727272728,6.0,8
4,5,Laila Ali,Maksim Chmerkoskiy,3rd Place,3,28.0,10,True,unknown,,,False,False,176.0,0.1590909090909091,2.0,8
4,6,Apolo Anton Ohno,Julianne Hough,1st Place,1,28.0,10,True,unknown,,,False,False,170.0,0.16470588235294117,1.5,7
4,6,Billy Ray Cyrus,Karina Smirnoff,Eliminated Week 8,5,21.0,8,True,eliminated,8,8,False,False,170.0,0.12352941176470589,6.0,7
4,6,Heather Mills,Jonathan Roberts,Eliminated Week 6,7,23.0,6,True,eliminated,6,6,True,False,170.0,0.13529411764705881,5.0,7
