match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,elapsed_time_td,elapsed_seconds,global_point_idx,point_diff,p1_rolling_win_rate_5,p1_rolling_win_rate_10,p1_streak,p2_streak,p1_streak_prev,p2_streak_prev,is_p1_serving,server_won,games_in_set,sets_played,is_break_point,is_key_point,point_duration,momentum,momentum_state
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:07:05,1,2,11,0,0,1,0,0,0,2,1,2,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.785,4.915,1,112.0,W,CTL,D,0 days 00:07:05,425.0,11,1,0.6,0.6,0,1,2.0,0.0,0,1,1,0,0,0,93.0,-2.2951397774554776,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:07:28,1,2,12,0,0,1,0,0,15,2,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.744,18.244,4,130.0,W,NCTL,D,0 days 00:07:28,448.0,12,2,0.6,0.6,1,0,0.0,1.0,0,0,1,0,0,0,23.0,-0.7107754434448297,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:06,1,2,13,0,0,1,0,15,15,2,1,1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.013,18.626,4,120.0,C,NCTL,D,0 days 00:08:06,486.0,13,3,0.6,0.6,2,0,1.0,0.0,0,0,1,0,0,0,38.0,0.9957477577317592,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:41,1,2,14,0,0,1,0,30,15,2,1,2,8,6,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.667,7.112,3,128.0,W,NCTL,ND,0 days 00:08:41,521.0,14,2,0.8,0.7,0,1,2.0,0.0,0,1,1,0,0,0,35.0,0.32583280257712394,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:11,1,2,15,0,0,1,0,30,30,2,1,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,130.0,C,NCTL,ND,0 days 00:09:11,551.0,15,1,0.6,0.6,0,2,0.0,1.0,0,1,1,0,0,0,30.0,-0.39568385347441865,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:37,1,2,16,0,0,1,0,30,40,2,2,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,97.0,BW,NCTL,D,0 days 00:09:37,577.0,16,2,0.4,0.5,1,0,0.0,2.0,0,0,1,0,0,0,26.0,1.150691362056608,P1_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:20,1,2,17,0,0,1,0,40,40,2,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,124.0,BC,NCTL,Unknown,0 days 00:10:20,620.0,17,1,0.6,0.6,0,1,1.0,0.0,0,1,1,0,0,1,43.0,0.34767753481547575,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:45,1,2,18,0,0,1,0,40,AD,2,1,2,9,9,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116.0,C,NCTL,ND,0 days 00:10:45,645.0,18,0,0.4,0.5,0,2,0.0,1.0,0,1,1,0,0,1,25.0,-0.5172760158808339,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:24,1,3,19,0,0,1,1,0,0,1,1,1,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126.0,C,CTL,NA_ace,0 days 00:11:24,684.0,19,1,0.2,0.5,1,0,0.0,2.0,1,1,2,0,0,0,39.0,0.14306950443678276,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:47,1,3,20,0,0,1,1,15,0,1,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127.0,W,CTL,D,0 days 00:11:47,707.0,20,2,0.4,0.5,2,0,1.0,0.0,1,1,2,0,0,0,23.0,0.8552081143480472,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:17,1,3,21,0,0,1,1,30,0,1,1,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114.0,BW,NCTL,D,0 days 00:12:17,737.0,21,1,0.6,0.5,0,1,2.0,0.0,1,0,2,0,0,0,30.0,-0.7003575864004521,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:44,1,3,22,0,0,1,1,30,15,1,1,1,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127.0,B,NCTL,ND,0 days 00:12:44,764.0,22,2,0.4,0.5,1,0,0.0,1.0,1,1,2,0,0,0,27.0,-0.036350434672443026,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:13:26,1,3,23,0,0,1,1,40,15,1,2,1,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103.0,BC,NCTL,D,0 days 00:13:26,806.0,23,3,0.6,0.5,2,0,1.0,0.0,1,1,2,0,0,0,42.0,0.6793765740210059,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:15:31,1,4,24,0,0,2,1,0,0,2,2,2,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107.0,BC,NCTL,ND,0 days 00:15:31,931.0,24,2,0.8,0.5,0,1,2.0,0.0,0,1,3,0,0,0,125.0,0.015789042540585788,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:15,1,4,25,0,0,2,1,0,15,2,1,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111.0,BW,NCTL,ND,0 days 00:16:15,975.0,25,1,0.6,0.5,0,2,0.0,1.0,0,1,3,0,0,0,44.0,-0.699526738310226,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:47,1,4,26,0,0,2,1,0,30,2,1,2,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125.0,C,NCTL,NA_ace,0 days 00:16:47,1007.0,26,0,0.4,0.5,0,3,0.0,2.0,0,1,3,0,0,0,32.0,-1.4655362035440216,P2_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:08,1,4,27,0,0,2,1,0,40,2,1,2,13,14,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126.0,W,NCTL,Unknown,0 days 00:17:08,1028.0,27,-1,0.4,0.4,0,4,0.0,3.0,0,1,3,0,0,0,21.0,-2.2812254794731412,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116.0,W,CTL,ND,0 days 00:17:49,1069.0,28,0,0.2,0.4,1,0,0.0,4.0,1,1,4,0,0,0,41.0,-1.5856009698836786,P2_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,C,NCTL,ND,0 days 00:18:25,1105.0,29,1,0.2,0.5,2,0,1.0,0.0,1,1,4,0,0,0,36.0,-0.838888950486005,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,30,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,BC,NCTL,ND,0 days 00:18:50,1130.0,30,2,0.4,0.5,3,0,2.0,0.0,1,1,4,0,0,0,25.0,-0.042111171476284855,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,BC,NCTL,ND,0 days 00:19:20,1160.0,31,1,0.6,0.5,0,1,3.0,0.0,1,0,4,0,0,0,30.0,-1.5797304865082975,P2_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,BC,NCTL,D,0 days 00:20:03,1203.0,32,0,0.6,0.5,0,2,0.0,1.0,1,0,4,0,0,0,43.0,-3.2404435690858238,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,B,CTL,D,0 days 00:20:55,1255.0,33,-1,0.6,0.4,0,3,0.0,2.0,1,0,4,0,0,0,52.0,-5.021788543857953,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,40,40,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,C,CTL,D,0 days 00:21:27,1287.0,34,0,0.4,0.3,1,0,0.0,3.0,1,1,4,0,0,1,32.0,-4.1413527729807935,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,AD,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,C,NCTL,D,0 days 00:22:19,1339.0,35,1,0.4,0.4,2,0,1.0,0.0,1,1,4,0,0,1,52.0,-3.2005257175211774,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,W,CTL,ND,0 days 00:24:22,1462.0,36,0,0.4,0.5,0,1,2.0,0.0,0,1,5,0,0,0,123.0,-3.7865152031707536,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,0,0,3,2,0,15,2,2,1,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,BW,NCTL,ND,0 days 00:24:53,1493.0,37,1,0.4,0.5,1,0,0.0,1.0,0,0,5,0,0,0,31.0,-2.1723233606458003,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,0,0,3,2,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,C,NCTL,D,0 days 00:26:05,1565.0,38,0,0.6,0.6,0,1,1.0,0.0,0,1,5,0,0,0,72.0,-2.7788768934328845,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,0,0,3,2,15,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,B,NCTL,ND,0 days 00:26:30,1590.0,39,-1,0.6,0.5,0,2,0.0,1.0,0,1,5,0,0,0,25.0,-3.4382993555642267,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,0,0,3,2,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,BW,NCTL,ND,0 days 00:26:56,1616.0,40,-2,0.4,0.4,0,3,0.0,2.0,0,1,5,0,0,0,26.0,-4.149533368452943,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,BW,NCTL,ND,0 days 00:27:42,1662.0,41,-1,0.2,0.3,1,0,0.0,3.0,1,1,6,0,0,0,46.0,-3.416542701083884,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,C,NCTL,ND,0 days 00:28:37,1717.0,42,0,0.4,0.4,2,0,1.0,0.0,1,1,6,0,0,0,55.0,-2.6332118470622063,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,30,0,1,1,1,22,21,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,W,CTL,ND,0 days 00:29:06,1746.0,43,1,0.4,0.5,3,0,2.0,0.0,1,1,6,0,0,0,29.0,-1.800547610120962,P2_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,40,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,BW,NCTL,D,0 days 00:29:32,1772.0,44,0,0.6,0.6,0,1,3.0,0.0,1,0,6,0,0,0,26.0,-3.302998196380081,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,40,15,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,B,NCTL,D,0 days 00:30:17,1817.0,45,1,0.6,0.5,1,0,0.0,1.0,1,1,6,0,0,0,45.0,-2.5869382324524794,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,C,CTL,D,0 days 00:32:34,1954.0,46,0,0.8,0.5,0,1,1.0,0.0,0,1,7,0,0,0,137.0,-3.1851994678034297,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:57,1,8,47,0,0,4,3,0,15,2,2,1,24,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,99.0,W,CTL,Unknown,0 days 00:32:57,1977.0,47,1,0.6,0.5,1,0,0.0,1.0,0,0,7,0,0,0,23.0,-1.5830339399858226,P2_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,15,15,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,C,CTL,NA_ace,0 days 00:33:33,2013.0,48,0,0.6,0.5,0,1,1.0,0.0,0,1,7,0,0,0,36.0,-2.2013732611861063,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,15,30,2,2,1,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,BW,NCTL,D,0 days 00:33:58,2038.0,49,1,0.4,0.5,1,0,0.0,1.0,0,0,7,0,0,0,25.0,-0.6188842575008459,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,30,30,2,2,1,26,24,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,B,NCTL,D,0 days 00:34:46,2086.0,50,2,0.6,0.6,2,0,1.0,0.0,0,0,7,0,0,0,48.0,1.0858011199568636,P1_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,40,30,2,2,1,27,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,B,NCTL,ND,0 days 00:36:02,2162.0,51,3,0.6,0.7,3,0,2.0,0.0,0,0,7,0,1,1,76.0,3.833315866788495,P1_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,BW,NCTL,D,0 days 00:37:18,2238.0,52,4,0.8,0.7,4,0,3.0,0.0,1,1,8,0,0,0,76.0,4.601649549452725,P1_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,15,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,BW,NCTL,D,0 days 00:37:44,2264.0,53,3,0.8,0.7,0,1,4.0,0.0,1,0,8,0,0,0,26.0,2.9711550200021324,P1_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,15,15,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,BC,NCTL,D,0 days 00:38:26,2306.0,54,4,0.8,0.6,1,0,0.0,1.0,1,1,8,0,0,0,42.0,3.5617319196020896,P1_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,30,15,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,C,NCTL,ND,0 days 00:38:54,2334.0,55,3,0.8,0.7,0,1,1.0,0.0,1,0,8,0,0,0,28.0,1.9520357427485096,P1_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,30,30,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,C,NCTL,ND,0 days 00:39:29,2369.0,56,4,0.6,0.6,1,0,0.0,1.0,1,1,8,0,0,0,35.0,2.5629950278935394,P1_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,40,30,1,1,2,30,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,BW,NCTL,Unknown,0 days 00:40:01,2401.0,57,3,0.6,0.7,0,1,1.0,0.0,1,0,8,0,0,0,32.0,0.9732735888741303,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,40,40,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,BW,NCTL,D,0 days 00:40:33,2433.0,58,4,0.4,0.6,1,0,0.0,1.0,1,1,8,0,0,1,32.0,1.7338081170966477,P1_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,AD,40,1,2,2,31,28,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88.0,BW,NCTL,ND,0 days 00:41:23,2483.0,59,3,0.6,0.7,0,1,1.0,0.0,1,0,8,0,0,1,50.0,-0.14702189139913105,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,40,40,1,1,2,31,29,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123.0,BC,NCTL,D,0 days 00:42:31,2551.0,60,2,0.4,0.6,0,2,0.0,1.0,1,0,8,0,0,1,68.0,-2.174850684340379,P2_Strong
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,0,0,5,3,40,AD,1,1,1,32,29,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121.0,BC,NCTL,ND,0 days 00:43:18,2598.0,61,3,0.4,0.5,1,0,0.0,2.0,1,1,8,0,1,1,47.0,-1.1563536706535715,P2_Slight
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,0,0,5,3,40,40,1,1,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130.0,C,NCTL,ND,0 days 00:43:59,2639.0,62,4,0.4,0.5,2,0,1.0,0.0,1,1,8,0,0,1,41.0,-0.2752265972405,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,0,0,5,3,AD,40,1,1,1,34,29,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132.0,BW,NCTL,ND,0 days 00:44:29,2669.0,63,5,0.6,0.5,3,0,2.0,0.0,1,1,8,0,0,1,30.0,0.66627793470431,Neutral
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:04,2,1,64,1,0,0,0,0,0,2,1,2,34,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123.0,C,NCTL,NA_ace,0 days 00:47:04,2824.0,64,4,0.6,0.6,0,1,3.0,0.0,0,1,0,1,0,0,155.0,0.002952376010223738,Neutral
